,"13:00","14:55","V","04015"
,"11:00","12:55","V","17784"
,"09:00","10:55","M","04043"
,"07:00","08:55","I","47640"
,"11:00","12:55","MJ","104238"
,"09:00","09:55","V","42305"
,"11:00","12:55","L","42304"
,"09:00","10:55","J","42337"
,"19:00","20:55","M","47642"
,"19:00","20:55","J","47642"
,"19:00","19:55","V","47642"
,"19:00","20:55","LI","67949"
,"15:00","16:55","LI","91262"
,"16:00","16:55","V","47603"
,"13:00","13:55","I","63393"
,"12:00","14:55","V","103803"
,"15:00","15:55","M","90585"
,"13:00","14:55","MJ","117536"
,"15:00","16:55","J","50309"
,"07:00","08:55","L","92684"
,"16:00","16:55","M","90304"
,"13:00","14:55","L","50305"
,"07:00","08:55","M","42600"
,"09:00","10:55","M","63401"
,"18:00","18:55","V","63510"
,"07:00","07:55","V","63511"
,"09:00","10:55","L","50307"
,"09:00","10:55","I","117535"
,"17:00","18:55","LI","118956"
,"11:00","12:55","I","84481"
,"17:00","18:55","MJ","92127"
,"15:00","16:55","I","127737"
,"17:00","18:55","V","108075"
,"19:00","20:55","M","108075"
,"07:00","08:55","MJ","50311"
,"07:00","08:55","L","104255"
,"07:00","08:55","V","104255"
,"13:00","14:55","I","104256"
,"13:00","14:55","V","104256"
,"13:00","14:55","J","50304"
,"09:00","09:55","V","47653"
,"19:00","20:55","I","43707"
,"15:00","16:55","L","117526"
,"11:00","12:55","MJ","63533"
,"11:00","11:55","V","43722"
,"18:00","18:55","L","43725"
,"09:00","09:55","L","79454"
,"09:00","10:55","MJ","79454"
,"12:00","12:55","V","114088"
,"11:00","12:55","L","127741"
,"11:00","12:55","I","127741"
,"17:00","18:55","M","63510"
,"15:00","16:55","M","112062"
,"07:00","08:55","I","63511"
,"16:00","16:55","V","63525"
,"15:00","16:55","J","79481"
,"13:00","14:55","L","104253"
,"17:00","18:55","I","127730"
,"17:00","20:55","S","112479"
,"13:00","14:55","M","117641"
,"07:00","08:55","L","47640"
,"17:00","18:55","M","52067"
,"17:00","18:55","J","52067"
,"11:00","12:55","L","50301"
,"11:00","12:55","I","50301"
,"15:00","16:55","J","50300"
,"13:00","14:55","I","124865"
,"15:00","16:55","L","127737"
,"13:00","13:55","V","104121"
,"11:00","12:55","M","60802"
,"11:00","11:55","J","60802"
,"15:00","16:55","IV","104244"
,"13:00","14:55","L","79477"
,"13:00","13:55","J","43755"
,"13:00","14:55","M","50304"
,"15:00","16:55","M","50316"
,"09:00","10:55","L","47653"
,"09:00","10:55","I","47653"
,"08:00","08:55","V","92684"
,"09:00","09:55","V","79446"
,"07:00","08:55","MJ","63532"
,"07:00","07:55","V","63532"
,"17:00","18:55","LI","52186"
,"09:00","10:55","J","50306"
,"11:00","11:55","V","112063"
,"12:00","12:55","J","104262"
,"09:00","10:55","M","127732"
,"15:00","16:55","LI","50313"
,"15:00","16:55","M","50300"
,"13:00","14:55","MJ","104121"
,"09:00","10:55","J","50295"
,"09:00","10:55","LI","50312"
,"11:00","12:55","MJ","50299"
,"17:00","18:55","L","117540"
,"17:00","17:55","I","117540"
,"15:00","15:55","J","94079"
,"13:00","14:55","I","79477"
,"11:00","12:55","L","117494"
,"11:00","12:55","I","117494"
,"11:00","12:55","V","117542"
,"13:00","15:55","V","63394"
,"09:00","10:55","M","49951"
,"13:00","13:55","L","127734"
